Title,Summary,HTML,Pictures,Videos,Categories,OG Date,Update Date
Putin says Russia preparing response to Crimea bridge attack; US condemns Moscow grain deal exit – as it happened,Russian president calls attack ‘cruel and senseless’ after Kerch Bridge hit by latest strike; Antony Blinken says Russia exit from deal ‘unconscionable’,"<article class=""block dcr-v4n3a3""><header class=""dcr-88va8u""><div class=""dcr-1aolral""><a class=""dcr-18ove8v"" data-ignore=""global-link-styling"" href=""https://www.theguardian.com/world/live/2023/jul/17/russia-ukraine-war-live-crimean-bridge-emergency-traffic-stops-explosion?page=with:block-64b57aa48f08742a26fe917a#block-64b57aa48f08742a26fe917a""><span class=""dcr-11d479j"">13.31 EDT</span></a></div><h2 class=""dcr-e6uddv"">Putin says Russia preparing response to Crimea bridge attack</h2></header><p class=""dcr-xc4rat"">The <strong>Russian</strong> president, <strong>Vladimir Putin</strong>, said on Monday his defence ministry was preparing proposals for a response to the overnight attack that damaged the road bridge linking <strong>Crimea</strong> to southern Russia, for which he blamed <strong>Ukraine</strong>.</p><p class=""dcr-xc4rat"">At the end of a televised meeting with national and regional officials to assess the consequences of the attack, Putin called it a cruel and senseless act, as he said the bridge had not been used for months to supply Russian forces fighting in Ukraine, Reuters reports.</p><p class=""dcr-xc4rat"">Ukraine did not officially claim responsibility, but local media said its security services had deployed maritime drones.</p><footer class=""dcr-3i7iba""><ul class=""dcr-155lzd6""><li class=""dcr-16rssu9""><a aria-label=""Share on Facebook"" data-ignore=""global-link-styling"" href=""https://www.facebook.com/dialog/share?app_id=180444840287&amp;href=https%3A%2F%2Fwww.theguardian.com%2Fworld%2Flive%2F2023%2Fjul%2F17%2Frussia-ukraine-war-live-crimean-bridge-emergency-traffic-stops-explosion%3FCMP%3Dshare_btn_fb%26page%3Dwith%253Ablock-64b57aa48f08742a26fe917a%23block-64b57aa48f08742a26fe917a"" rel=""noreferrer"" role=""button"" target=""_blank""><span class=""dcr-nviu7f""><svg height=""32"" viewbox=""-2 -2 32 32"" width=""32""><path d=""M17.9 14h-3v8H12v-8h-2v-2.9h2V8.7C12 6.8 13.1 5 16 5c1.2 0 2 .1 2 .1v3h-1.8c-1 0-1.2.5-1.2 1.3v1.8h3l-.1 2.8z""></path></svg></span></a></li><li class=""dcr-16rssu9""><a aria-label=""Share on Twitter"" data-ignore=""global-link-styling"" href=""https://twitter.com/intent/tweet?text=Putin+says+Russia+preparing+response+to+Crimea+bridge+attack%3B+US+condemns+Moscow+grain+deal+exit+%E2%80%93+as+it+happened&amp;url=https%3A%2F%2Fwww.theguardian.com%2Fworld%2Flive%2F2023%2Fjul%2F17%2Frussia-ukraine-war-live-crimean-bridge-emergency-traffic-stops-explosion%3FCMP%3Dshare_btn_tw%26page%3Dwith%253Ablock-64b57aa48f08742a26fe917a%23block-64b57aa48f08742a26fe917a"" rel=""noreferrer"" role=""button"" target=""_blank""><span class=""dcr-nviu7f""><svg height=""32"" viewbox=""-2 -2 32 32"" width=""32""><path d=""M21.3 10.5v.5c0 4.7-3.5 10.1-9.9 10.1-2 0-3.8-.6-5.3-1.6.3 0 .6.1.8.1 1.6 0 3.1-.6 4.3-1.5-1.5 0-2.8-1-3.3-2.4.2 0 .4.1.7.1l.9-.1c-1.6-.3-2.8-1.8-2.8-3.5.5.3 1 .4 1.6.4-.9-.6-1.6-1.7-1.6-2.9 0-.6.2-1.3.5-1.8 1.7 2.1 4.3 3.6 7.2 3.7-.1-.3-.1-.5-.1-.8 0-2 1.6-3.5 3.5-3.5 1 0 1.9.4 2.5 1.1.8-.1 1.5-.4 2.2-.8-.3.8-.8 1.5-1.5 1.9.7-.1 1.4-.3 2-.5-.4.4-1 1-1.7 1.5z""></path></svg></span></a></li></ul><div class=""dcr-5cfmtg""><time datetime=""2023-07-17T17:40:01.000Z"" title=""Last updated Monday, 17 July 2023 at 17:40 Coordinated Universal Time"">Updated at 13.40 EDT</time></div></footer></article>","[['https://i.guim.co.uk/img/media/49eb01e64ef65fd61531c93af62b514364393859/0_79_2091_1255/master/2091.jpg?width=700&amp;quality=85&amp;auto=format&amp;fit=max&amp;s=4a7152d7e129551152ea1c5896b6027b 500w', 'Crimea bridge appears damaged amid reports of explosions – video'], ['https://i.guim.co.uk/img/media/49eb01e64ef65fd61531c93af62b514364393859/0_79_2091_1255/master/2091.jpg?width=700&amp;quality=85&amp;auto=format&amp;fit=max&amp;s=4a7152d7e129551152ea1c5896b6027b 500w', ''], ['https://i.guim.co.uk/img/media/3a693c54d9db6332a18690b0746d362599f6b2a7/0_0_2366_1419/master/2366.jpg?width=700&amp;dpr=2&amp;s=none', 'Samantha Power played with the Ukrainian bomb-detection dog, Patron before a press conference during a visit to Kyiv. Photograph: Alina Smutko/Reuters'], ['https://i.guim.co.uk/img/media/9f13183795f8eee399e6c3cf3d4025adbbd9abf4/0_0_4693_2815/master/4693.jpg?width=700&amp;dpr=2&amp;s=none', 'From a young age, Patron showed stron sniffer dog abilities and was trained by his owner, head of the pyrotechnic unit of the state emergency service. Photograph: Alina Smutko/Reuters']]",[],[],2023-07-17,2023-07-19
